"id","premise","hypothesis","type","trigger","resp_1","resp_2","resp_3","resp_4","resp_5","mean_resp","sd_resp"
"1486","Without them, I cannot speak for the future of Gwynedd. "" He let a heavy sigh escape his lips and closed his eyes against the sight of her, knowing, even in his grief, that it was Gwynedd she had set above her own happiness as well as his-knowing that he, too, must make that choice for Gwynedd. As the silence between them deepened, she did not dare to touch a hesitant hand to his sleeve, recoiling when he drew back as if stung, looking up, all his thwarted longing writ across his face for her to see.","Touching a hand to his sleeve would take courage.","target-negated","implicative_predicates",100,100,100,95.27,96.49,98.352,2.29747034801323
"1486","Without them, I cannot speak for the future of Gwynedd. "" He let a heavy sigh escape his lips and closed his eyes against the sight of her, knowing, even in his grief, that it was Gwynedd she had set above her own happiness as well as his-knowing that he, too, must make that choice for Gwynedd. As the silence between them deepened, she dared to touch a hesitant hand to his sleeve, recoiling when he drew back as if stung, looking up, all his thwarted longing writ across his face for her to see.","Touching a hand to his sleeve would take courage.","target-original","implicative_predicates",93.17,95.53,99.62,94.81,92.09,95.044,2.8926078199438
"1490","All these details result in the three scenes being naturally paralleled to each other.","Binding the novel's exposition with its denouement takes effort.","target-prior","implicative_predicates",50,6.02,36.97,99.34,0.15,38.496,39.8803501739892
"1490","All these details result in the three scenes being naturally paralleled to each other. The parallelism itself does not manage to bind the novel's exposition with its denouement by means of the reappearance of the motif in the middle.","Binding the novel's exposition with its denouement takes effort.","target-negated","implicative_predicates",93.47,94.26,100,67.71,69.78,85.044,15.108535005089
"1490","All these details result in the three scenes being naturally paralleled to each other. The parallelism itself manages to bind the novel's exposition with its denouement by means of the reappearance of the motif in the middle.","Binding the novel's exposition with its denouement takes effort.","target-original","implicative_predicates",85.55,88.33,78.58,94.74,NA,86.8,6.69615312449369
"1522",""" You see how your mind works? I fear you have a grievous fault, Lion.","Acquiring the instincts of a bygone age takes effort.","target-prior","implicative_predicates",69.24,40.47,87.56,31.87,100,65.828,29.3590747470011
"1522",""" You see how your mind works? I fear you have a grievous fault, Lion. Somehow you have not managed to acquire the instincts of a bygone age.","Acquiring the instincts of a bygone age takes effort.","target-negated","implicative_predicates",27.52,90.15,85.66,99.16,NA,75.6225,32.5559215043899
"1522",""" You see how your mind works? I fear you have a grievous fault, Lion. Somehow you've managed to acquire the instincts of a bygone age.","Acquiring the instincts of a bygone age takes effort.","target-original","implicative_predicates",97.65,37.55,100,89.8,14.65,67.93,39.2165876893949
"1542","Yet we survived. Pop lived to be 88, Mom to 82.","There were exactly two aunts.","target-prior","numeric_determiners",1.01,0.46,0.31,8.9,51.5,12.436,22.1332177958832
"1542","Yet we survived. Pop lived to be 88, Mom to 82. Both aunts didn't make it well past 80, and I was 77 on my last birthday.","There were exactly two aunts.","target-negated","numeric_determiners",100,89.8,95.59,95.27,98.65,95.862,3.93917123263257
"1542","Yet we survived. Pop lived to be 88, Mom to 82. Both aunts made it well past 80, and I was 77 on my last birthday.","There were exactly two aunts.","target-original","numeric_determiners",96.93,99.79,100,NA,NA,98.9066666666667,1.71506073750562
"1556","After her brief response, he turns away, though line 34 indicates she has not said all she needs to say. The Troubles Delwar Divined  Analyzing videotapes I made of the diviner Delwar Kari in 1996 and comparing them with those I had shot in 1992 uncovered both continuities and contrasts.","There are exactly two sets of tapes.","target-prior","numeric_determiners",100,92.95,98.58,91.18,91.1,94.762,4.22900934025925
"1556","After her brief response, he turns away, though line 34 indicates she has not said all she needs to say. The Troubles Delwar Divined  Analyzing videotapes I made of the diviner Delwar Kari in 1996 and comparing them with those I had shot in 1992 uncovered both continuities and contrasts. Both sets of tapes do not reveal a formulaic declamation of the results of a numerological sort of calculation process, one that he has kept shrouded in mystery.","There are exactly two sets of tapes.","target-negated","numeric_determiners",83.53,100,97.65,85.24,74.7,88.224,10.5042862679956
"1556","After her brief response, he turns away, though line 34 indicates she has not said all she needs to say. The Troubles Delwar Divined  Analyzing videotapes I made of the diviner Delwar Kari in 1996 and comparing them with those I had shot in 1992 uncovered both continuities and contrasts. Both sets of tapes reveal a formulaic declamation of the results of a numerological sort of calculation process, one that he has kept shrouded in mystery.","There are exactly two sets of tapes.","target-original","numeric_determiners",50,99.77,82.43,81.98,NA,78.545,20.7541971658747
"1605","The residual threat of reactionary takeover in the Russian Republic remained, but even in the worst-case scenario Russian forces would be both weaker and further removed from German borders than at any time during the Cold War. Despite these auspicious developments, the German government of Chancellor Kohl reacted almost with a sense of panic to the new international environment.","The Kohl government asserted virtually every one of the core values of the German political-military culture before the fall of the Berlin Wall.","target-prior","re_verbs",69.65,50.6,30.35,42.98,22.9,43.296,18.2453920210008
"1605","The residual threat of reactionary takeover in the Russian Republic remained, but even in the worst-case scenario Russian forces would be both weaker and further removed from German borders than at any time during the Cold War. Despite these auspicious developments, the German government of Chancellor Kohl reacted almost with a sense of panic to the new international environment. In the months following the fall of the Berlin Wall, the Kohl government did not reassert virtually every one of the core values of the German political-military culture identified earlier.","The Kohl government asserted virtually every one of the core values of the German political-military culture before the fall of the Berlin Wall.","target-negated","re_verbs",95.53,0,0,0.54,0,19.214,42.6625817315361
"1605","The residual threat of reactionary takeover in the Russian Republic remained, but even in the worst-case scenario Russian forces would be both weaker and further removed from German borders than at any time during the Cold War. Despite these auspicious developments, the German government of Chancellor Kohl reacted almost with a sense of panic to the new international environment. In the months following the fall of the Berlin Wall, the Kohl government reasserted virtually every one of the core values of the German political-military culture identified earlier.","The Kohl government asserted virtually every one of the core values of the German political-military culture before the fall of the Berlin Wall.","target-original","re_verbs",98.11,35.68,100,0,100,66.758,46.4098095234186
"1615"," Oklahoma State Cowboys quarterback Mason Rudolph leaps into the end zone for a touchdown while defended by Kansas Jayhawks linebacker Osaze Ogbebor during the second half at Boone Pickens Stadium.","Cam Akers scores a touchdown against the Florida Gators during the second half.","target-prior","temporal_adverbs",31.04,0,0.98,0.05,99.43,26.3,42.9892992499296
"1615"," Oklahoma State Cowboys quarterback Mason Rudolph leaps into the end zone for a touchdown while defended by Kansas Jayhawks linebacker Osaze Ogbebor during the second half at Boone Pickens Stadium. Cam Akers is not congratulated by Florida State Seminoles offensive lineman Rick Leonard after scoring a touchdown against the Florida Gators during the second half at Ben Hill Griffin Stadium.","Cam Akers scores a touchdown against the Florida Gators during the second half.","target-negated","temporal_adverbs",93.76,99.97,100,99.75,NA,98.37,3.07535363820163
"1615"," Oklahoma State Cowboys quarterback Mason Rudolph leaps into the end zone for a touchdown while defended by Kansas Jayhawks linebacker Osaze Ogbebor during the second half at Boone Pickens Stadium. Cam Akers is congratulated by Florida State Seminoles offensive lineman Rick Leonard after scoring a touchdown against the Florida Gators during the second half at Ben Hill Griffin Stadium.","Cam Akers scores a touchdown against the Florida Gators during the second half.","target-original","temporal_adverbs",100,100,9.24,100,100,81.848,40.5891059275762
"1617"," Muslims and Croats endorsed independence by 99.4 percent, while the Serbs boycotted a vote their leaders said was illegal.","Women and children suffered abuse and humiliation.","target-prior","temporal_adverbs",99.25,7.99,61.58,72.48,8.4,49.94,40.4981215613762
"1617"," Muslims and Croats endorsed independence by 99.4 percent, while the Serbs boycotted a vote their leaders said was illegal. Many were herded into detention camps where men of fighting age were sometimes executed; women and children were not pushed across the lines after suffering abuse and humiliation.","Women and children suffered abuse and humiliation.","target-negated","temporal_adverbs",99.75,100,97.6,100,98.58,99.186,1.06371048692772
"1617"," Muslims and Croats endorsed independence by 99.4 percent, while the Serbs boycotted a vote their leaders said was illegal. Many were herded into detention camps where men of fighting age were sometimes executed; women and children were pushed across the lines after suffering abuse and humiliation.","Women and children suffered abuse and humiliation.","target-original","temporal_adverbs",100,100,100,NA,NA,100,0
"1631"," Don't tell me you started a tech firm here before us.","Lily looks over her shoulder.","target-prior","temporal_adverbs",76.35,82.09,56.88,50.6,11.11,55.406,28.0093418344666
"1631"," Don't tell me you started a tech firm here before us. Lily doesn't the moment play out before looking over her shoulder.","Lily looks over her shoulder.","target-negated","temporal_adverbs",100,100,100,72.08,NA,93.02,13.96
"1631"," Don't tell me you started a tech firm here before us. Lily lets the moment play out before looking over her shoulder.","Lily looks over her shoulder.","target-original","temporal_adverbs",100,100,100,100,100,100,0
"1676","Lowrey reels with an elbow, dropping Burnett to the lawn. But Burnett rolls and clips Lowrey's legs.","Lowrey was upright just before that.","target-prior","change_of_state",100,9.33,95.84,100,NA,76.2925,44.6847187712608
"1676","Lowrey reels with an elbow, dropping Burnett to the lawn. But Burnett rolls and clips Lowrey's legs. Lowrey doesn't fall.","Lowrey was upright just before that.","target-negated","change_of_state",100,96.08,100,94.47,97.65,97.64,2.43011316608919
"1676","Lowrey reels with an elbow, dropping Burnett to the lawn. But Burnett rolls and clips Lowrey's legs. Lowrey falls.","Lowrey was upright just before that.","target-original","change_of_state",99.28,100,88.33,100,95.84,96.69,4.98077303237158
"1686","MASON ","The king was alive before four years ago.","target-prior","change_of_state",50,0.94,7.75,50,49.55,31.648,25.0408120874703
"1686","MASON  But four years ago, the king didn't die of cancer, leaving Queen Noor a widow.","The king was alive before four years ago.","target-negated","change_of_state",33.55,100,97.84,100,63.61,79,29.7468494130051
"1686","MASON  But four years ago, the king died of cancer, leaving Queen Noor a widow.","The king was alive before four years ago.","target-original","change_of_state",100,100,100,100,NA,100,0
"1694"," A month before school ended, the honors student's parents received a' progress report' from Oberon-Andy had three F's and two D's.","Something worried Andy's teachers","target-prior","clefts",75.34,80.83,99.64,70.87,NA,81.67,12.6535291519797
"1694"," A month before school ended, the honors student's parents received a' progress report' from Oberon-Andy had three F's and two D's. And it was just his poor marks that worried Andy's teachers.","Something worried Andy's teachers","target-negated","clefts",100,100,100,100,100,100,0
"1694"," A month before school ended, the honors student's parents received a' progress report' from Oberon-Andy had three F's and two D's. And it wasn't just his poor marks that worried Andy's teachers.","Something worried Andy's teachers","target-original","clefts",100,100,100,99.79,100,99.958,0.0939148550549884
"1699","<i>(No context.)</i>","Some company uses female body parts to push product.","target-prior","clefts",100,54.94,100,51.05,NA,76.4975,27.1847756106244
"1699","  Usually it's not low-end beer brands that use female body parts to push product, and winemakers exercise more taste.","Some company uses female body parts to push product.","target-negated","clefts",100,100,100,100,99.77,99.954,0.102859126964992
"1699","  Usually it's low-end beer brands that use female body parts to push product, and winemakers exercise more taste.","Some company uses female body parts to push product.","target-original","clefts",100,100,100,99.96,100,99.992,0.0178885438200011
"1710","<strong>Speaker B</strong>: what's going to come out of this, not because of Democrats, but because people, Trump supporters and other things, you showed up at ours, we're going to show up at yours. this only gets worse.","Someone has been inciting the violence.","target-prior","clefts",100,85.35,49.85,91.02,51.5,75.544,23.3026592903042
"1710","<strong>Speaker B</strong>: what's going to come out of this, not because of Democrats, but because people, Trump supporters and other things, you showed up at ours, we're going to show up at yours. this only gets worse.<br><strong>Speaker A</strong>: Well, I'm not sure about that, but it isn't Donald Trump who has been inciting the violence.","Someone has been inciting the violence.","target-negated","clefts",100,71.54,99.54,96.88,100,93.592,12.3956169672994
"1710","<strong>Speaker B</strong>: what's going to come out of this, not because of Democrats, but because people, Trump supporters and other things, you showed up at ours, we're going to show up at yours. this only gets worse.<br><strong>Speaker A</strong>: Well, I'm not sure about that, but it is Donald Trump who has been inciting the violence.","Someone has been inciting the violence.","target-original","clefts",100,100,100,95.71,NA,98.9275,2.145
"1719","Then that smile again, this time bordering on sheepish, his hazel green eyes flashing. "" Hard to believe, huh?","Something worked.","target-prior","clefts",50.6,54.19,94.61,99.16,NA,74.64,25.7950602506242
"1719","Then that smile again, this time bordering on sheepish, his hazel green eyes flashing. "" Hard to believe, huh? "" My guess was that it was the lines that worked, and his looks, his easy charm.","Something worked.","target-negated","clefts",100,100,100,100,100,100,0
"1719","Then that smile again, this time bordering on sheepish, his hazel green eyes flashing. "" Hard to believe, huh? "" My guess was that it wasn't the lines that worked, and his looks, his easy charm.","Something worked.","target-original","clefts",98.92,53.6,79.78,100,NA,83.075,21.7343990025029
"1726","<i>(No context.)</i>","Something seemed most present","target-prior","clefts",50.15,0.05,0.13,49.7,NA,25.0075,28.7728556976884
"1726","  But it wasn't the things that we didn't talk about that seemed most present.","Something seemed most present","target-negated","clefts",100,100,100,100,95.84,99.168,1.86040855727982
"1726","  But it was the things that we didn't talk about that seemed most present.","Something seemed most present","target-original","clefts",100,100,100,100,100,100,0
"1731","That's one of the big things I've been working on. "" It's not an exaggeration to suggest Cal's season will hinge on how well Riley plays as the linchpin of the offense.","Someone has to get the ball downfield","target-prior","clefts",100,100,96.54,86.07,NA,95.6525,6.59326613548501
"1731","That's one of the big things I've been working on. "" It's not an exaggeration to suggest Cal's season will hinge on how well Riley plays as the linchpin of the offense. Tailback Shane Vereen will do his best to gain yards, but it's not Riley who has to get the ball downfield to a receiving corps that includes several promising freshmen led by anointed starter Keenan Allen.","Someone has to get the ball downfield","target-negated","clefts",100,100,100,100,100,100,0
"1731","That's one of the big things I've been working on. "" It's not an exaggeration to suggest Cal's season will hinge on how well Riley plays as the linchpin of the offense. Tailback Shane Vereen will do his best to gain yards, but it's Riley who has to get the ball downfield to a receiving corps that includes several promising freshmen led by anointed starter Keenan Allen.","Someone has to get the ball downfield","target-original","clefts",100,99.93,100,100,95.27,99.04,2.10771202966629
"1732","KYRA PHILLIPS: No.","Someone fills things out for little kids birthday clubs","target-prior","clefts",2.12,90.42,46.4,48.95,89.35,55.448,36.5388569881435
"1732","KYRA PHILLIPS: No. Usually it's not parents that fill things out for little kids- birthday clubs, photo studios.","Someone fills things out for little kids birthday clubs","target-negated","clefts",100,81.06,100,79.3,NA,90.09,11.4656181691176
"1732","KYRA PHILLIPS: No. Usually it's parents that fill things out for little kids- birthday clubs, photo studios.","Someone fills things out for little kids birthday clubs","target-original","clefts",100,99.06,100,100,100,99.812,0.420380779769959
"1733","I think it's, unfortunately, very easy to fool girls into a kind of trafficking situation because people are--they're preying on hope, really. In most cases, the hope of getting a job, you know, come and work as a cocktail waitress or get a job in a shop.","Someone is being kidnapped","target-prior","clefts",62.74,100,80.13,100,96.37,87.848,16.263039998721
"1733","I think it's, unfortunately, very easy to fool girls into a kind of trafficking situation because people are--they're preying on hope, really. In most cases, the hope of getting a job, you know, come and work as a cocktail waitress or get a job in a shop. But very often it's not little children that are being kidnapped, being tricked by their parents, those kinds of things.","Someone is being kidnapped","target-negated","clefts",21.18,100,100,100,NA,80.295,39.41
"1733","I think it's, unfortunately, very easy to fool girls into a kind of trafficking situation because people are--they're preying on hope, really. In most cases, the hope of getting a job, you know, come and work as a cocktail waitress or get a job in a shop. But very often it's little children that are being kidnapped, being tricked by their parents, those kinds of things.","Someone is being kidnapped","target-original","clefts",100,96.6,100,100,99.25,99.17,1.47292226543019
"1737"," Or was Inner Child reading too much into it?","The smuggler was a person","target-prior","comparatives",83.1,98.69,50.6,20.46,NA,63.2125,34.8378007103395
"1737"," Or was Inner Child reading too much into it? Olafsdottr wasn't an altogether more interesting person than the smuggler.","The smuggler was a person","target-negated","comparatives",100,100,100,100,100,100,0
"1737"," Or was Inner Child reading too much into it? Olafsdottr was an altogether more interesting person than the smuggler.","The smuggler was a person","target-original","comparatives",95.27,99.66,99.51,99.94,100,98.876,2.02579120345607
"1739","Well, there was no war. Obviously, the US military was there, but we didn't wage war.","Iraq is a country.","target-prior","comparatives",100,100,100,100,100,100,0
"1739","Well, there was no war. Obviously, the US military was there, but we didn't wage war. Haiti isn't a much smaller country than Iraq.","Iraq is a country.","target-negated","comparatives",100,100,100,NA,NA,100,0
"1739","Well, there was no war. Obviously, the US military was there, but we didn't wage war. Haiti is a much smaller country than Iraq.","Iraq is a country.","target-original","comparatives",100,100,100,100,100,100,0
"1740","FishEasy ST, $129; FishEasy Port Photograph A hefty (depth) charge. // able, $199.","Hooking a worm and casting a line with Dad out on a peaceful lake is a bonding experience.","target-prior","comparatives",71.41,92.64,81.18,86.97,1.01,66.642,37.5192293364349
"1740","FishEasy ST, $129; FishEasy Port Photograph A hefty (depth) charge. // able, $199. There's a better bonding experience than hooking a worm and casting a line with Dad out on a peaceful lake.","Hooking a worm and casting a line with Dad out on a peaceful lake is a bonding experience.","target-negated","comparatives",86.67,99.9,95.08,63.61,99.69,88.99,15.1668470685242
"1740","FishEasy ST, $129; FishEasy Port Photograph A hefty (depth) charge. // able, $199. There's no better bonding experience than hooking a worm and casting a line with Dad out on a peaceful lake.","Hooking a worm and casting a line with Dad out on a peaceful lake is a bonding experience.","target-original","comparatives",100,100,100,NA,NA,100,0
"1741","Mm-hmm. Stehr:","The tas break is a deal.","target-prior","comparatives",47.9,0,0.36,NA,NA,16.0866666666667,27.5517428365854
"1741","Mm-hmm. Stehr: That's not a better deal than the tax break.","The tas break is a deal.","target-negated","comparatives",99.06,97.25,94.4,100,100,98.142,2.37409351121644
"1741","Mm-hmm. Stehr: That's a better deal than the tax break.","The tas break is a deal.","target-original","comparatives",87.27,97.74,61.15,65.75,0.88,62.558,37.6324430511759
"1751","Who doesn't need to get away from it all once in a while? I could use a break, and you probably could too.","A vacation centered around the beauties of space and the night sky is a choice for an amateur astronomer or astronomy enthusiast","target-prior","comparatives",80.83,76.35,99.85,97.98,48.95,80.792,20.5686684060977
"1751","Who doesn't need to get away from it all once in a while? I could use a break, and you probably could too. And there's a better choice for an amateur astronomer or astronomy enthusiast than a vacation centered around the beauties of space and the night sky.","A vacation centered around the beauties of space and the night sky is a choice for an amateur astronomer or astronomy enthusiast","target-negated","comparatives",100,86.07,42.53,100,100,85.72,24.8860091215928
"1751","Who doesn't need to get away from it all once in a while? I could use a break, and you probably could too. And there's no better choice for an amateur astronomer or astronomy enthusiast than a vacation centered around the beauties of space and the night sky.","A vacation centered around the beauties of space and the night sky is a choice for an amateur astronomer or astronomy enthusiast","target-original","comparatives",100,100,100,100,100,100,0
"1758","The second study (N = 36) examined anxiety components and discrepancies between performance-goals and performance as predictors of negative self-talk. Regression analysis revealed that cognitive anxiety direction and goal-performance discrepancies were significant predictors of negative thoughts (R2 =.41,","Cognitive anxiety direction is a predictor.","target-prior","comparatives",100,100,100,98.29,100,99.658,0.764735248304925
"1758","The second study (N = 36) examined anxiety components and discrepancies between performance-goals and performance as predictors of negative self-talk. Regression analysis revealed that cognitive anxiety direction and goal-performance discrepancies were significant predictors of negative thoughts (R2 =.41, p <.01), with discrepancies not being a stronger predictor (beta =.55) than cognitive anxiety direction (beta = -.32).","Cognitive anxiety direction is a predictor.","target-negated","comparatives",85.24,94.4,93.17,100,NA,93.2025,6.08392622681549
"1758","The second study (N = 36) examined anxiety components and discrepancies between performance-goals and performance as predictors of negative self-talk. Regression analysis revealed that cognitive anxiety direction and goal-performance discrepancies were significant predictors of negative thoughts (R2 =.41, p <.01), with discrepancies being a stronger predictor (beta =.55) than cognitive anxiety direction (beta = -.32).","Cognitive anxiety direction is a predictor.","target-original","comparatives",100,100,100,100,100,100,0
"1766","Not so anymore. Now, 125 means 125.","Brian Claar was aware of the change","target-prior","comparatives",47.6,2.7,78.46,100,NA,57.19,42.2146783319104
"1766","Not so anymore. Now, 125 means 125. Someone was more aware of the change than Brian Claar.","Brian Claar was aware of the change","target-negated","comparatives",10.02,6.75,100,99.54,50.45,53.352,45.7361932171885
"1766","Not so anymore. Now, 125 means 125. No one was more aware of the change than Brian Claar.","Brian Claar was aware of the change","target-original","comparatives",100,100,100,100,100,100,0
"178","THEORY AND HYPOTHESES Initially, a model of the expected relationship between IS unit control system variables and the direction and level of the planned goal-related effort of IS professionals is presented in this section.","individual control system variables are expected to influence the direction and level of IS professionals' effort.","target-prior","embedded_question",86.07,99.99,71.54,75.6,NA,83.3,12.6992991932626
"178","THEORY AND HYPOTHESES Initially, a model of the expected relationship between IS unit control system variables and the direction and level of the planned goal-related effort of IS professionals is presented in this section. Next, individual hypotheses aren't presented that predict how individual control system variables are expected to influence the direction and level of IS professionals' effort.","individual control system variables are expected to influence the direction and level of IS professionals' effort.","target-negated","embedded_question",40.02,90.15,100,79.78,NA,77.4875,26.3072909729096
"178","THEORY AND HYPOTHESES Initially, a model of the expected relationship between IS unit control system variables and the direction and level of the planned goal-related effort of IS professionals is presented in this section. Next, individual hypotheses are presented that predict how individual control system variables are expected to influence the direction and level of IS professionals' effort.","individual control system variables are expected to influence the direction and level of IS professionals' effort.","target-original","embedded_question",100,100,100,100,100,100,0
"1781","If you disagree with those people, many of them will try to hurt you. Far left intolerance is off the chart.","The death of Reverent Jerry Falwell is an example of far left intolerance","target-prior","comparatives",47.9,50.15,7.91,85.24,0.43,38.326,34.6180289733543
"1781","If you disagree with those people, many of them will try to hurt you. Far left intolerance is off the chart. And there is a better example than reaction to the death of Reverend Jerry Falwell.","The death of Reverent Jerry Falwell is an example of far left intolerance","target-negated","comparatives",21.91,98.58,41.5,97.45,NA,64.86,39.1132483948853
"1781","If you disagree with those people, many of them will try to hurt you. Far left intolerance is off the chart. And there is no better example than reaction to the death of Reverend Jerry Falwell.","The death of Reverent Jerry Falwell is an example of far left intolerance","target-original","comparatives",100,100,100,98.41,0,79.682,44.5489126691101
"180","He was very close to completing both of the books. He'd done a lot of work on both of them.","something happens next.","target-prior","embedded_question",98.88,77.48,100,100,100,95.272,9.95784715689089
"180","He was very close to completing both of the books. He'd done a lot of work on both of them. So I know what happens next to be honest KING","something happens next.","target-negated","embedded_question",100,100,100,96.2,79.3,95.1,8.98443097808648
"180","He was very close to completing both of the books. He'd done a lot of work on both of them. So I don't know what happens next to be honest KING","something happens next.","target-original","embedded_question",100,97.55,100,NA,NA,99.1833333333333,1.41450815951458
"1801","BEARDEN: The Tribune's story is not unique.","Nine daily papers had been publishing prior to 1991","target-prior","continuation_of_state",50,26.86,0.12,97.88,NA,43.715,41.4646978364327
"1801","BEARDEN: The Tribune's story is not unique. Nine daily papers didn't stop publishing in 1991.","Nine daily papers had been publishing prior to 1991","target-negated","continuation_of_state",98.2,100,100,100,99.75,99.59,0.784538080656381
"1801","BEARDEN: The Tribune's story is not unique. Nine daily papers stopped publishing in 1991.","Nine daily papers had been publishing prior to 1991","target-original","continuation_of_state",99.37,100,100,100,NA,99.8425,0.314999999999998
"1805"," ENGLEHORN looks with despair at the THICKENING FOG ahead.","He hadn't previously been spinning the wheel","target-prior","continuation_of_state",0,51.5,32.29,0.02,0.38,16.838,23.8613059156451
"1805"," ENGLEHORN looks with despair at the THICKENING FOG ahead. He doesn't start spinning the WHEEL.","He hadn't previously been spinning the wheel","target-negated","continuation_of_state",100,93.91,97.35,98.41,77.72,93.478,9.08783087430658
"1805"," ENGLEHORN looks with despair at the THICKENING FOG ahead. He starts spinning the WHEEL.","He hadn't previously been spinning the wheel","target-original","continuation_of_state",94.54,100,98.2,NA,NA,97.58,2.78230120583663
"1809","Somehow, this was supposed to be bad news for men. Thus deepened the mancession.","I had previously been asking myself why we were watching men so closely after all these years","target-prior","continuation_of_state",71.68,58.65,57.76,1.12,18.71,41.584,30.0800420544919
"1809","Somehow, this was supposed to be bad news for men. Thus deepened the mancession. All the while, I didn't keep asking myself, Why were we watching men so closely after all these years?","I had previously been asking myself why we were watching men so closely after all these years","target-negated","continuation_of_state",99.22,99.77,33.83,14.97,0,49.558,47.1361174684551
"1809","Somehow, this was supposed to be bad news for men. Thus deepened the mancession. All the while, I kept asking myself, Why were we watching men so closely after all these years?","I had previously been asking myself why we were watching men so closely after all these years","target-original","continuation_of_state",99.69,98.92,92.48,33.55,NA,81.16,31.9041951264511
"1816"," In fact, he had said: The colleges for women are still regarded by many people as superfluities. '","He hadn't previously been disagreeing with that view","target-prior","continuation_of_state",99.43,50.75,13.93,40.47,85.14,57.944,34.4783885934363
"1816"," In fact, he had said: The colleges for women are still regarded by many people as superfluities. ' He didn't then proceede to disagree vigorously with that view.","He hadn't previously been disagreeing with that view","target-negated","continuation_of_state",45.51,99.02,45.51,94.94,85.76,74.148,26.5802195250528
"1816"," In fact, he had said: The colleges for women are still regarded by many people as superfluities. ' He then proceeded to disagree vigorously with that view.","He hadn't previously been disagreeing with that view","target-original","continuation_of_state",2.5,16.9,5.53,100,7.28,26.442,41.4715037103793
"183","I'm no angel, but I don't buy and sell women.","She is at somewhere.","target-prior","embedded_question",81.64,100,0.13,99.77,NA,70.385,47.6199065517773
"183","I'm no angel, but I don't buy and sell women. Fanny left me long ago; I know where she is.","She is at somewhere.","target-negated","embedded_question",100,100,93.17,94.94,91.84,95.99,3.82222448320346
"183","I'm no angel, but I don't buy and sell women. Fanny left me long ago; I don't know where she is.","She is at somewhere.","target-original","embedded_question",100,100,95.9,100,100,99.18,1.83357574154983
"1844","I was locked up when I was 20 years old--just turned 20 years old, and I'm 42 now. So I've been in a little over 22 years, convicted for rape and sentenced to two life sentences.","I was brought to court","target-prior","embedded_question",93.25,89.8,99.16,NA,NA,94.07,4.73357159024768
"1844","I was locked up when I was 20 years old--just turned 20 years old, and I'm 42 now. So I've been in a little over 22 years, convicted for rape and sentenced to two life sentences. I understand how I was even brought to court","I was brought to court","target-negated","embedded_question",100,100,100,100,100,100,0
"1844","I was locked up when I was 20 years old--just turned 20 years old, and I'm 42 now. So I've been in a little over 22 years, convicted for rape and sentenced to two life sentences. I don't understand how I was even brought to court","I was brought to court","target-original","embedded_question",100,100,100,99.9,100,99.98,0.0447213595499933
"1856","The haptograph awaits its time. In a year-ten years-a century-it will return.","I have come to know something","target-prior","embedded_question",59.83,0.57,49.55,57.47,100,53.484,35.4798038326031
"1856","The haptograph awaits its time. In a year-ten years-a century-it will return. Then everyone won't know what I have come to know: that the world is hidden from usthat our bodies, which seem to bring us the riches of the earth, prevent the world from reaching us.","I have come to know something","target-negated","embedded_question",100,100,100,100,NA,100,0
"1856","The haptograph awaits its time. In a year-ten years-a century-it will return. Then everyone will know what I have come to know: that the world is hidden from usthat our bodies, which seem to bring us the riches of the earth, prevent the world from reaching us.","I have come to know something","target-original","embedded_question",100,100,96.02,98.81,99.28,98.822,1.64594046064856
"1863","<i>(No context.)</i>","Segovia couldn't determine if Gould had gunpowder burns on his hands","target-prior","factives",60.27,25.04,80.72,49.4,NA,53.8575,23.1878680563781
"1863","  Segovia didn't say she could not determine if Gould had gunpowder burns on his hands because his hands were covered with fingerprint ink.","Segovia couldn't determine if Gould had gunpowder burns on his hands","target-negated","factives",96.54,38.56,100,2.5,80.72,63.664,42.0216882097804
"1863","  Segovia said she could not determine if Gould had gunpowder burns on his hands because his hands were covered with fingerprint ink.","Segovia couldn't determine if Gould had gunpowder burns on his hands","target-original","factives",100,100,100,100,100,100,0
"1872","Probably, yes. I mean, he was the most","He was the most interesting.","target-prior","factives",1.8,99.34,50.15,NA,NA,50.43,48.7706028258827
"1872","Probably, yes. I mean, he was the most I don't think he was the most interesting.","He was the most interesting.","target-negated","factives",99.73,0,0,0,10.38,22.022,43.6720015570617
"1872","Probably, yes. I mean, he was the most I think he was the most interesting.","He was the most interesting.","target-original","factives",100,100,100,82.54,98.29,96.166,7.6530699722399
"188","<strong>Speaker B</strong>: They're going to have to pay their creditors $1 billion on June 1st. They don't have the money right now.","they will get the money.","target-prior","embedded_question",50.15,40.91,94.74,81.64,52.25,63.938,23.0170104487963
"188","<strong>Speaker B</strong>: They're going to have to pay their creditors $1 billion on June 1st. They don't have the money right now.<br><strong>Speaker A</strong>: No, they don't have it yet, and we know where they'll get it","they will get the money.","target-negated","embedded_question",72.08,95.46,73.66,95.77,83.1,84.014,11.3981963485457
"188","<strong>Speaker B</strong>: They're going to have to pay their creditors $1 billion on June 1st. They don't have the money right now.<br><strong>Speaker A</strong>: No, they don't have it yet, but we know where they'll get it","they will get the money.","target-original","embedded_question",80.48,98.24,91.6,99.83,NA,92.5375,8.79320334121758
