"sent_id","type","label","all_labels","ratings","workerids"
"1589","target-negated","E","E,E,E,E,E","100,100,100,99.54,100","145,26,28,127,111"
"1589","target-original","E","N,E,E,E,E","90.5,99.19,100,99.25,100","119,20,149,94,125"
"1590","target-negated","E","E,E,N,E,E","100,99.22,95.27,100,100","119,20,94,125,137"
"1590","target-original","E","C,E,E,E,E","1.93,99.06,99.46,100,100","28,109,127,34,33"
"1593","target-negated","N","N,N,E,N,E","95.14,72.08,100,93.84,100","18,92,111,2,104"
"1593","target-original","E","E,E,E,E,E","100,100,100,100,100","39,129,148,59,104"
"1594","target-negated","N","N,E,N,E,N","90.5,100,20.11,100,82.54","134,148,60,22,92"
"1594","target-original","E","E,E,E,E,N","99.54,100,100,99.06,89.8","11,66,27,8,26"
"1595","target-negated","N","N,E,N,N,N","80.83,100,48.35,62.16,89.44","66,63,125,13,92"
"1595","target-original","E","N,E,E,E,E","89.62,100,100,99.31,100","118,129,137,83,111"
"1597","target-negated","N","E,E,N,N,N","99.71,100,5.95,91.93,74.31","135,63,125,13,92"
"1597","target-original","E","N,E,N,E,E","14.55,100,46.85,99.62,100","118,129,35,83,104"
"1602","target-negated","E","E,C,E,E,E","99.46,0.09,100,99.85,100","11,84,8,58,34"
"1602","target-original","N","N,N,N,N,N","86.07,92.25,76.73,51.2,49.1","52,36,144,64,55"
"1603","target-negated","E","E,N,E,E,E","100,90.15,100,99.19,100","39,117,54,108,111"
"1603","target-original","E","E,E,E,E,E","100,100,100,100,100","85,91,44,78,63"
"1604","target-negated","N","E,E,N,N,N","100,100,30.63,65.04,79.66","91,63,125,13,92"
"1604","target-original","E","E,E,E,E,E","100,100,100,98.37,100","145,129,59,83,111"
"1605","target-negated","C","C,C,C,N,C","0,0,0,95.53,0.54","4,44,27,8,13"
"1605","target-original","E","E,E,E,N,C","98.11,100,100,35.68,0","20,39,15,32,48"
"1606","target-negated","E","E,E,N,N,E","100,100,50.6,22.9,100","44,78,8,104,85"
"1606","target-original","E","E,E,E,E,C","100,100,100,100,0","134,145,137,54,144"
"1608","target-negated","N","E,N,E,N,N","100,97.14,98.73,78.94,51.2","134,54,133,109,123"
"1608","target-original","N","N,E,E,N,N","25.3,100,100,96.14,97.5","85,66,142,92,111"
"1610","target-negated","E","E,E,N,E,C","100,99.62,96.02,98.37,0.57","136,36,133,83,60"
"1610","target-original","E","E,E,E,E,E","100,100,100,100,100","119,91,44,78,111"
"1612","target-negated","E","N,N,E,E,E","96.71,97.84,100,99.28,100","36,133,51,60,104"
"1612","target-original","E","E,E,E,E,E","99.9,100,99.34,100,100","11,65,94,66,27"
"1615","target-negated","E","E,E,N,E,E","99.75,100,93.76,100,99.97","7,26,35,28,36"
"1615","target-original","E","E,E,N,E,E","100,100,9.24,100,100","20,39,15,32,48"
"1617","target-negated","E","N,E,E,E,E","97.6,99.75,100,98.58,100","25,7,26,36,34"
"1617","target-original","E","E,E,E,E,E","100,100,100,100,100","22,44,8,13,59"
"1620","target-negated","E","E,E,E,E,E","100,100,100,99.54,100","61,109,51,60,117"
"1620","target-original","E","E,E,E,E,E","100,99.77,100,100,99.79","77,94,66,8,107"
"1622","target-negated","E","N,E,E,E,C","64.9,100,100,100,0.06","118,117,129,137,83"
"1622","target-original","E","E,E,E,N,N","100,100,99.9,95.46,94.19","63,125,142,13,92"
"1623","target-negated","E","E,E,E,N,E","100,99.22,100,97.79,100","134,145,137,54,144"
"1623","target-original","E","E,E,E,N,E","100,100,100,36.39,100","44,78,8,104,145"
"1626","target-negated","E","E,E,E,E,E","100,100,99.94,99.02,100","134,118,26,54,148"
"1626","target-original","E","E,E,E,E,E","100,100,100,100,100","84,92,104,118,117"
"1627","target-negated","E","E,N,E,E,N","100,50.3,100,100,80.95","65,66,27,33,117"
"1627","target-original","E","E,E,E,E,E","100,100,100,99.46,100","117,76,51,60,92"
"1629","target-negated","E","E,E,E,E,E","100,100,98.95,100,100","118,129,83,97,123"
"1629","target-original","E","E,E,E,E,E","100,100,100,100,100","65,77,142,13,2"
"1631","target-negated","E","E,E,E,N,N","100,100,100,72.08,80.36","44,27,8,13,2"
"1631","target-original","E","E,E,E,E,E","100,100,100,100,100","20,39,15,32,48"
"1632","target-negated","E","E,E,N,N,E","100,100,72.74,6.83,100","117,137,54,116,123"
"1632","target-original","E","N,E,E,E,E","71.01,100,100,100,100","135,78,142,13,104"
"1635","target-negated","E","E,E,E,E,N","100,99.79,100,99.16,94.12","119,11,84,94,125"
"1635","target-original","E","N,N,E,E,E","76.1,97.55,99.54,100,100","28,109,127,123,111"
"1636","target-negated","E","E,N,E,E,E","99.95,33.83,100,100,97.88","135,63,125,13,92"
"1636","target-original","E","E,E,E,E,E","100,100,100,99.62,100","118,129,35,83,92"
"1637","target-negated","E","E,E,E,N,N","100,98.65,100,96.43,85.35","85,66,142,92,111"
"1637","target-original","E","E,E,E,N,E","100,100,100,97.65,100","134,54,133,109,123"
"1638","target-negated","E","E,E,E,E,E","100,100,100,98.81,99.34","136,129,133,83,60"
"1638","target-original","E","E,E,E,N,N","100,100,100,11.96,81.64","91,22,65,111,2"
"1639","target-negated","E","E,E,E,E,E","100,100,100,100,100","84,65,111,2,129"
"1639","target-original","E","E,E,N,E,E","100,99.31,87.56,99.75,99.57","39,148,133,83,60"
"164","target-negated","E","E,E,E,E,N","99.75,100,100,100,44.02","136,52,59,22,92"
"164","target-original","E","E,E,E,E,E","100,99.25,100,100,100","22,126,100,2,118"
"1642","target-negated","E","E,E,E,E,E","100,99.77,100,100,100","22,126,100,2,145"
"1642","target-original","E","E,E,E,E,E","100,100,100,100,100","136,52,59,22,92"
"1643","target-negated","E","E,E,E,E,E","100,100,100,99.75,100","118,129,137,83,92"
"1643","target-original","E","E,E,E,E,E","100,100,100,100,100","66,63,125,13,92"
"1644","target-negated","E","E,E,E,E,E","100,100,100,100,100","136,43,145,137,35"
"1644","target-original","E","E,E,E,E,E","99.85,100,100,100,100","11,78,142,13,104"
"1645","target-negated","N","N,E,N,N,N","93.47,100,97.5,88.14,91.35","134,145,137,116,144"
"1645","target-original","E","E,E,E,E,E","99.57,100,100,100,100","20,44,8,13,104"
"1646","target-negated","E","E,E,E,N,N","100,100,100,78.82,49.4","85,128,66,63,125"
"1646","target-original","E","E,E,E,E,E","100,100,100,100,100","39,117,54,108,34"
"1647","target-negated","E","E,E,E,E,E","100,100,100,98.99,99.34","136,117,129,83,60"
"1647","target-original","E","E,E,E,E,E","100,100,100,100,100","119,91,22,128,2"
"1651","target-negated","E","E,N,E,E,E","100,91.27,100,98.69,99.34","136,129,133,83,60"
"1651","target-original","E","E,E,E,E,E","100,100,100,100,100","91,22,65,111,2"
"1653","target-negated","E","E,E,E,N,C","100,100,100,76.1,0","118,129,89,123,111"
"1653","target-original","E","N,E,N,E,E","95.77,100,96.66,100,100","20,78,92,111,104"
"1655","target-negated","E","E,E,E,E,E","100,100,100,100,100","44,78,8,104,134"
"1655","target-original","E","E,E,E,E,E","100,100,100,100,100","134,145,137,54,144"
"1658","target-negated","E","E,E,E,E,E","100,98.95,100,100,99.02","85,84,22,100,107"
"1658","target-original","E","E,E,E,E,E","98.45,100,100,99.4,99.87","47,54,148,109,97"
"1663","target-negated","N","N,N,E,E,N","50.45,20.82,99.77,100,86.07","119,91,44,78,111"
"1663","target-original","N","N,N,N,N,N","91.6,90.42,64.04,92.32,58.06","136,36,133,83,60"
"1664","target-negated","E","E,E,E,E,N","100,100,100,97.93,83.1","85,44,79,13,104"
"1664","target-original","E","N,E,E,E,N","80.48,100,99.62,98.24,81.98","7,134,136,133,116"
"1666","target-negated","E","E,E,E,N,N","99.98,100,100,52.1,94.47","135,63,125,13,92"
"1666","target-original","N","N,N,N,N,N","88.04,90.85,89.35,97.19,22.9","118,129,35,83,111"
"1667","target-negated","E","E,E,E,E,E","100,100,100,100,100","136,43,145,137,35"
"1667","target-original","E","E,E,E,E,E","100,100,100,100,100","11,78,142,13,104"
"1671","target-negated","N","E,N,E,N,N","100,97.84,100,87.07,96.2","63,125,142,13,92"
"1671","target-original","E","E,E,E,E,N","100,100,100,100,97.19","118,117,129,137,83"
"1675","target-negated","E","E,E,E,E,E","100,100,98.99,100,100","65,77,94,66,27"
"1675","target-original","E","N,E,E,E,E","95.65,100,99.19,100,100","133,51,60,123,111"
"1676","target-negated","N","N,E,N,E,N","96.08,100,97.65,100,94.47","20,39,15,32,48"
"1676","target-original","E","E,N,E,N,E","100,88.33,99.28,95.84,100","7,26,35,36,34"
"1678","target-negated","N","E,N,N,N,N","100,18.48,2.35,61,13.93","52,148,51,97,35"
"1678","target-original","E","E,C,E,E,N","100,1.59,100,99.34,4.99","84,94,128,27,18"
"1679","target-negated","E","E,E,E,E,E","100,100,100,100,100","85,91,44,78,63"
"1679","target-original","E","E,E,E,E,E","100,100,100,100,100","39,117,54,108,111"
"168","target-negated","E","N,E,E,E,N","80.48,100,99.69,99.79,76.48","118,129,83,97,123"
"168","target-original","E","E,E,E,E,N","100,100,100,100,91.02","65,77,142,13,2"
"1681","target-negated","E","E,E,E,E,E","100,100,100,99.99,100","65,126,111,2,104"
"1681","target-original","E","N,E,E,N,E","54.64,100,100,91.6,99.81","134,118,129,76,83"
"1686","target-negated","N","E,N,E,N,N","100,63.61,100,33.55,97.84","7,26,35,36,34"
"1686","target-original","E","E,E,E,E,E","100,100,100,100,100","22,44,27,8,2"
"1687","target-negated","E","E,E,E,E,E","98.65,99.06,100,99.9,99.93","94,8,79,58,26"
"1687","target-original","E","E,E,E,E,E","100,99.12,100,100,99.43","52,148,97,144,63"
"1688","target-negated","E","E,E,E,E,N","100,100,99.71,100,71.54","119,91,11,65,63"
"1688","target-original","E","E,E,E,E,E","100,100,100,97.93,100","39,54,108,51,97"
"169","target-negated","N","N,C,N,N,N","80.25,0,88.23,13.13,88.52","119,91,92,111,2"
"169","target-original","N","N,N,N,E,N","89.35,57.91,91.1,98.29,65.89","136,26,28,148,83"
"1691","target-negated","N","N,N,E,E,N","96.98,96.82,99.46,99.64,84.51","133,51,60,123,92"
"1691","target-original","E","E,E,E,E,E","100,100,99.34,100,100","65,77,94,66,27"
"1692","target-negated","E","E,E,N,E,N","100,99.64,50,98.41,92.25","84,94,128,27,117"
"1693","target-negated","E","E,E,E,N,N","99.94,100,100,50.6,91.84","11,66,8,100,26"
"1693","target-original","E","E,E,E,N,N","100,98.88,99.73,94.05,6.09","117,133,60,123,28"
"1694","target-negated","E","E,E,E,E,E","100,100,100,100,100","20,39,15,32,48"
"1694","target-original","E","E,E,E,E,E","100,100,100,99.79,100","7,26,35,36,34"
"1697","target-negated","E","E,E,E,E,N","100,100,100,100,90.67","85,128,66,63,125"
"1697","target-original","E","E,E,E,E,E","100,100,100,100,100","39,117,54,108,34"
"1699","target-negated","E","E,E,E,E,E","100,100,100,100,99.77","20,39,15,32,48"
"1699","target-original","E","E,E,E,E,E","100,100,100,100,99.96","22,44,46,27,8"
"170","target-negated","N","N,E,N,E,N","37.98,98.37,79.3,100,96.2","52,36,144,118,117"
"170","target-original","E","N,E,E,E,N","88.14,100,100,99.02,87.66","11,84,8,58,63"
"1703","target-negated","E","E,E,E,E,E","100,99.34,100,99.16,100","84,94,128,27,134"
"1703","target-original","E","E,E,E,E,E","100,100,100,100,100","52,148,51,97,2"
"1706","target-negated","E","E,E,E,E,E","100,100,100,100,98.02","85,63,142,13,92"
"1706","target-original","E","E,E,E,E,E","100,100,100,99.4,100","145,129,137,83,125"
"1707","target-negated","E","E,E,N,E,N","100,100,89.71,100,93.4","52,148,51,144,118"
"1707","target-original","E","E,E,E,E,N","100,100,100,99.59,97.25","84,128,27,58,18"
"1708","target-negated","E","E,E,E,E,E","100,99.94,99.28,99.54,100","54,36,108,109,137"
"1708","target-original","E","E,E,E,E,N","100,100,100,100,95.01","84,44,66,125,92"
"171","target-negated","N","N,N,E,N,N","19.87,87.95,99.64,20.46,14.45","119,46,94,125,130"
"171","target-original","N","N,N,C,N,N","79.18,19.87,1.12,19.87,49.7","145,118,28,127,34"
"1710","target-negated","E","E,E,N,N,E","100,99.54,71.54,96.88,100","7,26,35,36,34"
"1710","target-original","E","E,E,E,N,E","100,100,100,95.71,100","44,27,8,13,2"
"1711","target-negated","E","N,E,N,E,E","96.77,100,86.27,98.37,100","94,27,125,79,137"
"1711","target-original","E","E,E,E,E,N","99.4,100,100,100,92.32","109,127,34,22,92"
"1712","target-negated","E","E,E,E,E,E","100,99.85,100,100,100","78,58,142,13,104"
"1712","target-original","E","E,E,N,E,E","99.54,100,97.74,99.22,99.59","136,137,35,133,108"
"1718","target-negated","N","E,N,N,E,N","99.12,82.76,91.1,100,74.83","78,65,46,100,92"
"1718","target-original","E","E,E,E,E,E","100,100,100,100,100","134,118,117,52,129"
"1719","target-negated","E","E,E,E,E,E","100,100,100,100,100","20,39,15,32,48"
"1719","target-original","E","E,N,N,E,E","100,79.78,53.6,98.92,100","7,26,35,36,59"
"1723","target-negated","E","E,E,N,E,E","100,100,82.65,100,98.99","119,91,92,111,2"
"1723","target-original","N","N,N,N,E,N","81.52,91.35,23.27,98.73,92.56","136,26,28,148,83"
"1726","target-negated","E","E,E,E,E,N","100,100,100,100,95.84","25,7,26,35,36"
"1726","target-original","E","E,E,E,E,E","100,100,100,100,100","20,15,32,45,48"
"1727","target-negated","N","N,N,E,N,E","89.62,88.33,100,94.81,100","54,36,108,109,85"
"1727","target-original","E","E,E,E,E,N","100,100,100,100,93.17","84,44,66,125,92"
"1729","target-negated","E","E,E,E,N,E","100,100,99.34,49.25,100","119,91,44,78,111"
"1729","target-original","E","E,N,N,E,E","99.37,95.14,94.4,99.31,99.16","136,36,133,83,60"
"173","target-negated","E","E,N,E,N,E","98.84,2.6,99.87,12.93,100","85,66,142,92,111"
"173","target-original","E","E,E,E,N,N","100,100,100,91.84,97.79","134,54,133,109,123"
"1730","target-negated","E","E,E,E,N,E","100,100,100,94.54,100","84,128,27,58,137"
"1730","target-original","N","E,E,N,N,N","100,100,11.02,67.44,49.7","52,148,51,144,47"
"1731","target-negated","E","E,E,E,E,E","100,100,100,100,100","20,39,15,32,48"
"1731","target-original","E","E,N,E,E,E","100,95.27,100,99.93,100","44,5,27,8,18"
"1732","target-negated","E","E,E,N,N,E","100,100,81.06,79.3,100","22,44,8,2,129"
"1732","target-original","E","E,E,E,E,E","100,100,100,100,99.06","20,15,32,45,48"
"1733","target-negated","E","N,E,E,E,N","34.82,100,100,100,21.18","22,44,27,8,2"
"1733","target-original","E","N,E,E,E,E","96.6,100,100,100,99.25","20,15,32,45,48"
"1735","target-negated","N","E,N,N,N,E","100,88.04,95.46,48.65,99.75","134,118,129,76,83"
"1735","target-original","N","N,E,N,N,E","64.47,100,91.27,93.47,100","65,126,111,2,104"
"1736","target-negated","E","E,E,E,E,E","100,100,100,100,100","135,78,142,13,104"
"1736","target-original","E","E,E,E,E,N","100,100,100,100,87.07","117,137,54,116,123"
"1737","target-negated","E","E,E,E,E,E","100,100,100,100,100","20,39,15,32,48"
"1737","target-original","E","E,N,E,E,E","100,95.27,99.51,99.66,99.94","44,5,27,8,18"
"1739","target-negated","E","E,E,E,E,E","100,100,100,100,100","22,44,8,13,129"
"1739","target-original","E","E,E,E,E,E","100,100,100,100,100","25,7,26,36,34"
"1740","target-negated","N","N,E,N,E,N","63.61,99.9,86.67,99.69,95.08","25,7,26,36,34"
"1740","target-original","E","E,E,E,E,E","100,100,100,100,98.69","22,44,8,13,107"
"1741","target-negated","E","E,N,E,N,E","100,97.25,100,94.4,99.06","20,39,15,32,48"
"1741","target-original","N","N,C,N,N,N","65.75,0.88,97.74,87.27,61.15","7,47,26,35,36"
"1744","target-negated","N","E,E,N,N,N","100,100,96.54,81.86,87.66","117,137,54,116,123"
"1744","target-original","E","E,E,E,E,E","100,100,100,100,100","135,78,142,13,104"
"1749","target-negated","E","E,E,E,E,E","100,98.5,100,98.45,100","77,66,111,2,134"
"1749","target-original","E","E,N,E,N,E","100,72.87,100,95.53,98.99","39,26,117,133,60"
"1751","target-negated","E","N,E,E,N,E","42.53,100,100,86.07,100","20,39,15,32,48"
"1751","target-original","E","E,E,E,E,E","100,100,100,100,100","4,44,27,8,13"
"1756","target-negated","E","E,E,E,E,E","100,100,100,100,100","18,92,111,2,104"
"1756","target-original","E","E,E,E,E,E","100,100,100,100,100","39,129,148,59,111"
"1757","target-negated","E","E,E,E,E,N","98.62,100,100,100,67.16","85,91,44,78,63"
"1757","target-original","E","E,E,E,E,E","100,100,99.54,99.4,100","39,117,54,108,22"
"1758","target-negated","N","N,N,N,E,E","85.24,94.4,93.17,100,98.37","7,35,36,34,54"
"1758","target-original","E","E,E,E,E,E","100,100,100,100,100","20,39,15,32,48"
"176","target-negated","E","E,E,N,E,E","100,100,90.67,99.28,100","145,26,28,127,111"
"176","target-original","E","E,E,E,E,E","100,99.37,100,99.51,100","119,20,149,94,125"
"1760","target-negated","E","E,E,E,E,N","100,99.46,100,99.54,91.93","44,8,18,58,13"
"1760","target-original","E","E,E,E,E,E","100,100,100,100,100","134,145,137,108,144"
"1761","target-negated","N","E,N,C,N,N","100,61.15,1.08,93.47,76.86","39,55,54,108,97"
"1762","target-negated","E","E,E,E,E,E","100,100,99.37,100,100","133,51,60,123,11"
"1762","target-original","E","E,E,E,E,E","100,100,99.25,100,100","65,77,94,66,27"
"1764","target-original","N","N,N,E,N,C","3.29,88.7,99.02,32.84,1.08","136,137,35,133,108"
"1765","target-negated","E","E,E,E,E,E","100,100,100,100,100","119,135,65,63,107"
"1765","target-original","E","E,E,N,E,E","100,100,96.88,100,100","39,54,36,108,137"
"1766","target-negated","N","E,N,N,N,E","100,10.02,6.75,50.45,99.54","44,5,27,8,18"
"1766","target-original","E","E,E,E,E,E","100,100,100,100,100","20,39,15,32,48"
"1769","target-negated","E","E,E,E,E,E","100,100,99.91,97.93,100","39,54,108,51,34"
"1769","target-original","E","E,E,E,E,N","99.28,100,99.95,100,42.09","20,84,135,65,63"
"1771","target-negated","N","E,N,N,N,E","100,97.65,31.31,70.19,100","65,77,94,66,27"
"1771","target-original","N","N,N,C,N,C","29.4,21.06,0.6,71.28,1.8","133,51,60,123,104"
"1772","target-negated","E","E,E,E,E,E","100,100,100,100,100","65,66,27,33,85"
"1772","target-original","E","E,N,E,E,N","100,95.9,100,99.28,63.46","117,76,51,60,2"
"1773","target-negated","E","E,E,E,E,E","100,99.57,100,100,100","84,94,128,27,134"
"1773","target-original","E","E,E,E,E,E","99.46,100,100,100,100","52,148,51,97,22"
"1776","target-negated","E","C,E,E,E,N","0.84,100,98.16,99.28,67.71","135,8,13,107,104"
"1776","target-original","N","N,N,N,E,E","93.17,8.07,12.54,100,100","145,108,109,89,144"
"1777","target-negated","E","E,E,E,N,N","100,100,100,71.95,97.04","136,145,137,35,133"
"1777","target-original","E","E,E,E,E,E","100,100,100,99.79,100","44,78,66,142,104"
"178","target-negated","N","E,N,N,N,E","100,40.02,90.15,79.78,99.51","44,8,18,2,59"
"178","target-original","E","E,E,E,E,E","100,100,100,100,100","20,39,15,32,48"
"1781","target-negated","N","N,N,N,N,E","21.91,41.5,97.45,9.07,98.58","7,26,35,28,36"
"1781","target-original","E","E,E,E,E,C","98.41,100,100,100,0","20,39,15,32,48"
"1784","target-negated","E","E,E,E,E,N","100,100,98.62,100,90.59","39,117,54,108,34"
"1784","target-original","E","E,E,E,E,E","100,100,100,100,100","85,128,66,63,125"
"1786","target-negated","E","E,E,E,N,E","98.24,100,100,94.88,100","85,66,142,92,111"
"1786","target-original","E","E,E,E,E,E","100,100,99.02,99.77,100","134,54,133,109,123"
"1787","target-negated","E","E,E,E,N,E","99.62,98.33,100,67.44,100","11,78,142,13,104"
"1789","target-negated","E","E,E,E,E,E","99.9,100,99.88,99.4,99.62","145,129,137,83,11"
"1789","target-original","N","E,N,E,N,N","100,87.46,100,89.53,63.32","85,63,142,13,92"
"1790","target-negated","N","E,N,N,N,E","100,94.61,64.04,93.62,99.57","39,54,148,133,60"
"1790","target-original","N","E,E,N,N,N","100,98.33,95.14,85.86,96.54","22,78,8,111,2"
"1791","target-negated","E","E,N,N,E,E","97.88,97.14,91.6,98.84,98.99","136,36,133,83,60"
"1791","target-original","E","E,E,E,E,E","100,100,100,100,100","119,91,44,78,111"
"1792","target-negated","E","E,E,E,N,N","100,100,99.28,91.93,77.48","85,63,142,13,92"
"1792","target-original","E","E,E,E,N,N","100,100,100,95.4,3.12","145,129,137,83,33"
"1793","target-negated","E","E,E,E,E,N","100,100,98.92,100,96.77","134,148,60,22,92"
"1793","target-original","E","E,E,E,E,E","99.62,100,100,100,100","11,66,27,8,85"
"1794","target-negated","E","E,E,N,E,E","98.69,100,91.68,100,100","145,108,109,89,144"
"1794","target-original","E","N,E,N,E,E","71.81,99.28,95.77,99.62,100","135,8,13,107,104"
"1795","target-negated","N","N,E,N,E,N","81.64,100,44.76,99.93,91.1","92,111,2,49,104"
"1795","target-original","E","N,E,E,E,N","97.04,100,98.5,100,96.43","118,129,83,144,123"
"1796","target-negated","E","E,N,E,N,E","100,96.02,99.4,90.24,99.98","39,148,133,83,60"
"1796","target-original","E","E,E,E,E,E","100,100,100,98.45,99.06","84,65,111,2,107"
"1798","target-negated","E","N,E,E,E,N","50.3,100,100,100,95.46","91,22,65,111,2"
"1798","target-original","N","N,E,N,N,E","96.37,100,92.48,95.84,99.34","136,129,133,83,60"
"1799","target-negated","E","E,E,N,E,E","100,98.11,96.02,100,100","39,54,36,108,134"
"1799","target-original","E","N,E,E,E,E","90.67,99.71,100,100,99.79","119,135,65,63,107"
"18","target-negated","E","N,E,E,E,E","25.69,100,100,100,99.93","91,135,66,63,58"
"18","target-original","E","E,E,C,E,E","100,99.09,0,100,100","39,55,54,108,97"
"180","target-negated","E","N,E,E,N,E","79.3,100,100,96.2,100","25,7,26,36,34"
"180","target-original","E","E,E,N,E,E","100,100,97.55,100,100","22,44,8,13,76"
"1800","target-negated","E","E,E,E,E,E","100,100,100,100,100","135,78,142,13,104"
"1800","target-original","E","E,E,E,N,N","100,100,100,96.88,80.95","117,137,54,116,123"
"1801","target-negated","E","E,E,E,E,E","100,100,98.2,100,99.75","20,39,15,32,48"
"1801","target-original","E","E,E,E,E,E","100,100,100,99.37,100","7,26,35,36,76"
"1802","target-negated","N","E,N,E,N,N","100,90.85,99.69,63.32,88.61","63,125,142,13,92"
"1802","target-original","N","N,E,N,E,N","8.9,100,86.57,100,89.44","118,117,129,137,83"
"1804","target-negated","N","N,E,N,E,N","70.06,100,31.73,100,73.27","119,91,92,111,2"
"1804","target-original","N","N,N,N,E,E","94.61,97.3,88.52,98.77,98.37","136,26,28,148,83"
"1805","target-negated","N","N,N,N,E,E","97.35,77.72,93.91,100,98.41","20,39,15,32,48"
"1805","target-original","N","N,E,N,E,N","86.07,98.2,94.54,100,96.71","22,44,8,13,2"
"1806","target-negated","N","N,E,N,N,E","58.21,99.31,95.84,26.34,100","20,78,92,111,104"
"1806","target-original","N","N,E,N,C,N","56.13,99.57,28.86,2.07,87.27","118,129,89,123,111"
"1807","target-negated","N","N,E,E,N,N","51.8,100,100,6.16,86.57","84,27,100,107,26"
"1807","target-original","E","E,E,E,E,N","100,100,100,99.12,61.58","7,52,48,97,47"
"1809","target-original","E","N,E,N,E,E","33.55,98.92,92.48,100,99.69","7,26,35,28,36"
"181","target-negated","N","N,N,C,N,N","13.43,50.6,0,87.27,66.59","135,8,13,107,104"
"181","target-original","N","E,N,N,E,N","100,83.97,19.64,99.75,71.68","145,108,109,89,144"
"1810","target-negated","N","C,N,N,N,E","0,68.41,3.98,4.29,100","145,26,28,127,33"
"1810","target-original","N","N,N,N,N,C","75.21,86.97,90.85,13.23,0","119,20,149,94,125"
"1811","target-negated","E","E,E,E,E,E","100,100,99.16,100,100","65,77,94,66,27"
"1811","target-original","N","N,N,E,N,E","75.98,81.64,99.54,94.68,100","133,51,60,123,22"
"1813","target-negated","N","N,E,N,N,N","5.12,100,8.16,14.03,62.16","77,66,111,2,117"
"1813","target-original","N","C,N,N,N,N","0,5.81,6.83,63.89,64.61","39,26,117,133,60"
"1815","target-negated","E","E,E,E,E,N","99.79,100,100,100,94.81","11,66,27,8,118"
"1815","target-original","E","E,E,E,E,N","100,100,99.28,100,96.6","134,148,60,22,92"
"1816","target-negated","N","E,N,N,N,N","99.02,45.51,85.76,45.51,9.5","7,26,35,36,97"
"1816","target-original","N","N,E,N,N,N","16.9,100,5.53,7.28,2.5","20,39,15,32,48"
"1817","target-negated","E","E,E,E,N,N","100,100,100,90.06,96.02","84,27,100,107,134"
"1817","target-original","E","N,E,E,E,N","83.97,100,100,100,79.66","7,52,48,97,63"
"1819","target-negated","N","N,E,E,N,N","69.65,100,100,83.53,88.61","85,63,142,13,92"
"1819","target-original","E","E,E,E,E,E","100,100,100,98.37,100","145,129,137,83,111"
"1820","target-negated","N","E,N,E,N,N","100,94.05,100,89.8,63.46","18,92,111,2,104"
"1820","target-original","E","E,E,E,E,E","100,100,100,100,100","39,129,148,59,22"
"1822","target-negated","N","E,N,E,N,N","100,50.6,100,50.6,48.5","85,128,66,63,125"
"1822","target-original","E","E,N,E,N,E","100,70.06,100,94.26,100","39,117,54,108,34"
"1823","target-negated","N","N,N,E,E,N","96.71,53.45,100,99.37,96.6","36,133,51,60,92"
"1823","target-original","E","E,E,E,E,E","99.94,100,99.71,100,100","11,65,94,66,27"
"1824","target-negated","N","N,N,E,E,N","82.99,10.65,100,100,74.7","109,127,34,22,92"
"1824","target-original","N","N,E,N,N,E","87.66,100,92.64,93.98,100","94,27,125,79,137"
"1825","target-negated","N","N,N,E,E,N","90.42,60.56,100,98.73,94.4","118,129,137,83,111"
"1825","target-original","N","E,N,N,N,N","100,92.72,8.32,83.21,95.9","66,63,125,13,92"
"1826","target-negated","E","C,E,N,E,E","0,98.92,94.26,100,100","52,148,97,144,137"
"1826","target-original","E","E,E,N,E,E","99.25,100,96.37,99.9,100","94,8,79,58,63"
"1827","target-negated","N","N,E,N,N,N","96.93,100,95.65,96.82,59.53","92,111,2,49,104"
"1827","target-original","N","N,N,N,N,N","13.93,91.02,65.89,83.75,51.65","118,129,83,144,123"
"1828","target-negated","N","N,N,N,N,E","90.33,48.8,53.9,91.02,100","119,46,94,125,130"
"1828","target-original","N","E,N,N,E,N","100,84.08,92.56,99.4,93.32","145,118,28,127,34"
"1829","target-negated","E","E,E,E,E,E","100,100,100,99.9,100","84,128,27,58,34"
"1829","target-original","N","E,N,N,E,N","100,49.85,48.8,100,94.12","52,148,51,144,63"
"183","target-negated","N","E,E,N,N,N","100,100,94.94,91.84,93.17","25,7,26,35,36"
"183","target-original","E","E,E,E,E,N","100,100,100,100,95.9","20,15,32,45,48"
"1831","target-original","E","N,N,E,E,E","97.74,87.46,100,98.33,99.95","136,117,129,83,60"
"1838","target-negated","E","E,E,E,E,E","100,100,98.88,100,100","65,77,94,66,27"
"1838","target-original","N","N,N,E,N,E","77.97,90.06,99.16,49.55,100","133,51,60,123,22"
"1844","target-negated","E","E,E,E,E,E","100,100,100,100,100","20,39,15,32,48"
"1844","target-original","E","E,E,E,E,E","100,100,100,100,99.9","7,47,26,35,36"
"1846","target-negated","E","E,N,E,E,E","100,97.25,100,100,98.62","84,94,128,27,118"
"1846","target-original","E","N,E,E,E,E","79.18,99.12,100,100,100","52,148,51,97,22"
"185","target-negated","E","E,E,N,E,E","100,100,96.93,100,100","65,77,94,66,27"
"185","target-original","E","E,E,E,E,E","100,100,99.09,100,100","133,51,60,123,34"
"1851","target-negated","E","E,E,E,E,E","100,100,99.37,99.16,100","117,137,36,108,144"
"1851","target-original","N","C,C,N,N,N","1.46,0,72.48,92.17,51.95","85,46,66,13,104"
